,id,gender,age,angle,width,height,facepart,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,forehead_wrinkle,partname,image_name,label_name,adj_forehead_wrinkle,adj_forehead_wrinkle_2
11872,0307,M,57,R30,2136,3216,01,596.0,501.0,1689.0,1128.0,5.0,이마,0307_01_R30.jpg,0307_01_R30_01.json,2.0,3.0
11881,0308,F,16,F,2136,3216,01,573.0,834.0,1532.0,1275.0,1.0,이마,0308_01_F.jpg,0308_01_F_01.json,0.0,0.0
11890,0308,F,16,L15,2136,3216,01,369.0,872.0,1266.0,1284.0,1.0,이마,0308_01_L15.jpg,0308_01_L15_01.json,0.0,0.0
11899,0308,F,16,L30,2136,3216,01,352.0,826.0,1053.0,1245.0,1.0,이마,0308_01_L30.jpg,0308_01_L30_01.json,0.0,0.0
11908,0308,F,16,R15,2136,3216,01,752.0,929.0,1764.0,1360.0,1.0,이마,0308_01_R15.jpg,0308_01_R15_01.json,0.0,0.0
11917,0308,F,16,R30,2136,3216,01,1038.0,802.0,1774.0,1251.0,1.0,이마,0308_01_R30.jpg,0308_01_R30_01.json,0.0,0.0
11926,0309,M,15,F,2136,3216,01,572.0,804.0,1573.0,1191.0,1.0,이마,0309_01_F.jpg,0309_01_F_01.json,0.0,0.0
11935,0309,M,15,L15,2136,3216,01,305.0,859.0,1298.0,1216.0,1.0,이마,0309_01_L15.jpg,0309_01_L15_01.json,0.0,0.0
11944,0309,M,15,L30,2136,3216,01,234.0,893.0,1140.0,1190.0,1.0,이마,0309_01_L30.jpg,0309_01_L30_01.json,0.0,0.0
11953,0309,M,15,R15,2136,3216,01,667.0,845.0,1792.0,1201.0,1.0,이마,0309_01_R15.jpg,0309_01_R15_01.json,0.0,0.0
11962,0309,M,15,R30,2136,3216,01,921.0,835.0,1832.0,1225.0,1.0,이마,0309_01_R30.jpg,0309_01_R30_01.json,0.0,0.0
11971,0310,M,14,F,2136,3216,01,449.0,853.0,1626.0,1159.0,1.0,이마,0310_01_F.jpg,0310_01_F_01.json,0.0,0.0
11980,0310,M,14,L15,2136,3216,01,326.0,801.0,1357.0,1135.0,1.0,이마,0310_01_L15.jpg,0310_01_L15_01.json,0.0,0.0
11989,0310,M,14,L30,2136,3216,01,225.0,798.0,1146.0,1147.0,1.0,이마,0310_01_L30.jpg,0310_01_L30_01.json,0.0,0.0
11998,0310,M,14,R15,2136,3216,01,846.0,803.0,1854.0,1182.0,1.0,이마,0310_01_R15.jpg,0310_01_R15_01.json,0.0,0.0
12007,0310,M,14,R30,2136,3216,01,877.0,818.0,1984.0,1119.0,1.0,이마,0310_01_R30.jpg,0310_01_R30_01.json,0.0,0.0
12016,0311,F,13,F,2136,3216,01,567.0,914.0,1621.0,1335.0,2.0,이마,0311_01_F.jpg,0311_01_F_01.json,0.0,1.0
12025,0311,F,13,L15,2136,3216,01,329.0,904.0,1324.0,1315.0,2.0,이마,0311_01_L15.jpg,0311_01_L15_01.json,0.0,1.0
12034,0311,F,13,L30,2136,3216,01,254.0,972.0,1217.0,1346.0,2.0,이마,0311_01_L30.jpg,0311_01_L30_01.json,0.0,1.0
12043,0311,F,13,R15,2136,3216,01,775.0,910.0,1893.0,1338.0,2.0,이마,0311_01_R15.jpg,0311_01_R15_01.json,0.0,1.0
12052,0311,F,13,R30,2136,3216,01,928.0,892.0,1869.0,1331.0,2.0,이마,0311_01_R30.jpg,0311_01_R30_01.json,0.0,1.0
12061,0312,F,13,F,2136,3216,01,611.0,949.0,1607.0,1345.0,2.0,이마,0312_01_F.jpg,0312_01_F_01.json,0.0,1.0
12070,0312,F,13,L15,2136,3216,01,362.0,896.0,1413.0,1283.0,2.0,이마,0312_01_L15.jpg,0312_01_L15_01.json,0.0,1.0
12079,0312,F,13,L30,2136,3216,01,268.0,854.0,1264.0,1276.0,2.0,이마,0312_01_L30.jpg,0312_01_L30_01.json,0.0,1.0
12088,0312,F,13,R15,2136,3216,01,673.0,855.0,1810.0,1246.0,2.0,이마,0312_01_R15.jpg,0312_01_R15_01.json,0.0,1.0
12097,0312,F,13,R30,2136,3216,01,921.0,885.0,1943.0,1251.0,2.0,이마,0312_01_R30.jpg,0312_01_R30_01.json,0.0,1.0
12106,0313,M,17,F,2136,3216,01,488.0,697.0,1659.0,1048.0,2.0,이마,0313_01_F.jpg,0313_01_F_01.json,0.0,1.0
12115,0313,M,17,L15,2136,3216,01,275.0,632.0,1421.0,964.0,2.0,이마,0313_01_L15.jpg,0313_01_L15_01.json,0.0,1.0
12124,0313,M,17,L30,2136,3216,01,231.0,650.0,1202.0,993.0,2.0,이마,0313_01_L30.jpg,0313_01_L30_01.json,0.0,1.0
12133,0313,M,17,R15,2136,3216,01,718.0,611.0,1846.0,1022.0,2.0,이마,0313_01_R15.jpg,0313_01_R15_01.json,0.0,1.0
12142,0313,M,17,R30,2136,3216,01,838.0,578.0,1813.0,1085.0,2.0,이마,0313_01_R30.jpg,0313_01_R30_01.json,0.0,1.0
12151,0314,F,18,F,2136,3216,01,462.0,694.0,1681.0,1188.0,1.0,이마,0314_01_F.jpg,0314_01_F_01.json,0.0,0.0
12160,0314,F,18,L15,2136,3216,01,386.0,689.0,1501.0,1112.0,1.0,이마,0314_01_L15.jpg,0314_01_L15_01.json,0.0,0.0
12169,0314,F,18,L30,2136,3216,01,289.0,686.0,1338.0,1125.0,1.0,이마,0314_01_L30.jpg,0314_01_L30_01.json,0.0,0.0
12178,0314,F,18,R15,2136,3216,01,707.0,620.0,1866.0,1097.0,1.0,이마,0314_01_R15.jpg,0314_01_R15_01.json,0.0,0.0
12187,0314,F,18,R30,2136,3216,01,754.0,696.0,1829.0,1186.0,1.0,이마,0314_01_R30.jpg,0314_01_R30_01.json,0.0,0.0
12196,0315,M,17,F,2136,3216,01,379.0,799.0,1716.0,1223.0,1.0,이마,0315_01_F.jpg,0315_01_F_01.json,0.0,0.0
12205,0315,M,17,L15,2136,3216,01,242.0,782.0,1600.0,1208.0,1.0,이마,0315_01_L15.jpg,0315_01_L15_01.json,0.0,0.0
12214,0315,M,17,L30,2136,3216,01,215.0,721.0,1277.0,1211.0,1.0,이마,0315_01_L30.jpg,0315_01_L30_01.json,0.0,0.0
12223,0315,M,17,R15,2136,3216,01,635.0,625.0,1871.0,1110.0,1.0,이마,0315_01_R15.jpg,0315_01_R15_01.json,0.0,0.0
12232,0315,M,17,R30,2136,3216,01,836.0,552.0,1915.0,1110.0,1.0,이마,0315_01_R30.jpg,0315_01_R30_01.json,0.0,0.0
12241,0316,M,14,F,2136,3216,01,558.0,762.0,1615.0,1201.0,2.0,이마,0316_01_F.jpg,0316_01_F_01.json,0.0,1.0
12250,0316,M,14,L15,2136,3216,01,261.0,811.0,1470.0,1186.0,2.0,이마,0316_01_L15.jpg,0316_01_L15_01.json,0.0,1.0
12259,0316,M,14,L30,2136,3216,01,247.0,761.0,1280.0,1177.0,2.0,이마,0316_01_L30.jpg,0316_01_L30_01.json,0.0,1.0
12268,0316,M,14,R15,2136,3216,01,712.0,832.0,1935.0,1197.0,2.0,이마,0316_01_R15.jpg,0316_01_R15_01.json,0.0,1.0
12277,0316,M,14,R30,2136,3216,01,917.0,737.0,1844.0,1159.0,2.0,이마,0316_01_R30.jpg,0316_01_R30_01.json,0.0,1.0
12286,0317,F,64,F,2136,3216,01,554.0,946.0,1611.0,1331.0,6.0,이마,0317_01_F.jpg,0317_01_F_01.json,2.0,3.0
12295,0317,F,64,L15,2136,3216,01,241.0,976.0,1138.0,1392.0,6.0,이마,0317_01_L15.jpg,0317_01_L15_01.json,2.0,3.0
12304,0317,F,64,L30,2136,3216,01,297.0,970.0,1400.0,1341.0,6.0,이마,0317_01_L30.jpg,0317_01_L30_01.json,2.0,3.0
12313,0317,F,64,R15,2136,3216,01,906.0,985.0,1945.0,1368.0,6.0,이마,0317_01_R15.jpg,0317_01_R15_01.json,2.0,3.0
12322,0317,F,64,R30,2136,3216,01,777.0,949.0,1803.0,1317.0,6.0,이마,0317_01_R30.jpg,0317_01_R30_01.json,2.0,3.0
12331,0318,F,67,F,2136,3216,01,610.0,928.0,1732.0,1410.0,4.0,이마,0318_01_F.jpg,0318_01_F_01.json,1.0,2.0
12340,0318,F,67,L15,2136,3216,01,388.0,975.0,1448.0,1420.0,4.0,이마,0318_01_L15.jpg,0318_01_L15_01.json,1.0,2.0
12349,0318,F,67,L30,2136,3216,01,260.0,1008.0,1166.0,1425.0,4.0,이마,0318_01_L30.jpg,0318_01_L30_01.json,1.0,2.0
12358,0318,F,67,R15,2136,3216,01,737.0,970.0,1890.0,1389.0,4.0,이마,0318_01_R15.jpg,0318_01_R15_01.json,1.0,2.0
12367,0318,F,67,R30,2136,3216,01,889.0,960.0,1952.0,1402.0,4.0,이마,0318_01_R30.jpg,0318_01_R30_01.json,1.0,2.0
12376,0319,M,66,F,2136,3216,01,528.0,718.0,1651.0,1238.0,6.0,이마,0319_01_F.jpg,0319_01_F_01.json,2.0,3.0
12385,0319,M,66,L15,2136,3216,01,295.0,762.0,1519.0,1244.0,6.0,이마,0319_01_L15.jpg,0319_01_L15_01.json,2.0,3.0
12394,0319,M,66,L30,2136,3216,01,388.0,755.0,1480.0,1240.0,6.0,이마,0319_01_L30.jpg,0319_01_L30_01.json,2.0,3.0
12403,0319,M,66,R15,2136,3216,01,613.0,750.0,1777.0,1259.0,6.0,이마,0319_01_R15.jpg,0319_01_R15_01.json,2.0,3.0
12412,0319,M,66,R30,2136,3216,01,692.0,767.0,1818.0,1271.0,6.0,이마,0319_01_R30.jpg,0319_01_R30_01.json,2.0,3.0
12421,0320,F,60,F,2136,3216,01,502.0,1029.0,1628.0,1429.0,4.0,이마,0320_01_F.jpg,0320_01_F_01.json,1.0,2.0
12430,0320,F,60,L15,2136,3216,01,269.0,1018.0,1355.0,1422.0,4.0,이마,0320_01_L15.jpg,0320_01_L15_01.json,1.0,2.0
12439,0320,F,60,L30,2136,3216,01,331.0,955.0,1175.0,1409.0,4.0,이마,0320_01_L30.jpg,0320_01_L30_01.json,1.0,2.0
12448,0320,F,60,R15,2136,3216,01,743.0,993.0,1836.0,1404.0,4.0,이마,0320_01_R15.jpg,0320_01_R15_01.json,1.0,2.0
12457,0320,F,60,R30,2136,3216,01,880.0,987.0,1823.0,1383.0,4.0,이마,0320_01_R30.jpg,0320_01_R30_01.json,1.0,2.0
12466,0321,F,59,F,2136,3216,01,498.0,913.0,1599.0,1308.0,4.0,이마,0321_01_F.jpg,0321_01_F_01.json,1.0,2.0
12475,0321,F,59,L15,2136,3216,01,284.0,1008.0,1413.0,1388.0,4.0,이마,0321_01_L15.jpg,0321_01_L15_01.json,1.0,2.0
12484,0321,F,59,L30,2136,3216,01,174.0,1016.0,1155.0,1404.0,4.0,이마,0321_01_L30.jpg,0321_01_L30_01.json,1.0,2.0
12493,0321,F,59,R15,2136,3216,01,772.0,917.0,1800.0,1353.0,4.0,이마,0321_01_R15.jpg,0321_01_R15_01.json,1.0,2.0
12502,0321,F,59,R30,2136,3216,01,967.0,938.0,1916.0,1376.0,4.0,이마,0321_01_R30.jpg,0321_01_R30_01.json,1.0,2.0
12511,0322,F,61,F,2136,3216,01,558.0,849.0,1654.0,1316.0,4.0,이마,0322_01_F.jpg,0322_01_F_01.json,1.0,2.0
12520,0322,F,61,L15,2136,3216,01,242.0,936.0,1381.0,1359.0,4.0,이마,0322_01_L15.jpg,0322_01_L15_01.json,1.0,2.0
12529,0322,F,61,L30,2136,3216,01,370.0,899.0,1297.0,1386.0,4.0,이마,0322_01_L30.jpg,0322_01_L30_01.json,1.0,2.0
12538,0322,F,61,R15,2136,3216,01,663.0,911.0,1827.0,1373.0,4.0,이마,0322_01_R15.jpg,0322_01_R15_01.json,1.0,2.0
12547,0322,F,61,R30,2136,3216,01,853.0,826.0,1864.0,1336.0,4.0,이마,0322_01_R30.jpg,0322_01_R30_01.json,1.0,2.0
12556,0323,F,63,F,2136,3216,01,532.0,888.0,1486.0,1337.0,3.0,이마,0323_01_F.jpg,0323_01_F_01.json,1.0,1.0
12565,0323,F,63,L15,2136,3216,01,384.0,921.0,1283.0,1365.0,3.0,이마,0323_01_L15.jpg,0323_01_L15_01.json,1.0,1.0
12574,0323,F,63,L30,2136,3216,01,299.0,929.0,1116.0,1351.0,3.0,이마,0323_01_L30.jpg,0323_01_L30_01.json,1.0,1.0
12583,0323,F,63,R15,2136,3216,01,680.0,944.0,1741.0,1340.0,3.0,이마,0323_01_R15.jpg,0323_01_R15_01.json,1.0,1.0
12592,0323,F,63,R30,2136,3216,01,863.0,897.0,1819.0,1337.0,3.0,이마,0323_01_R30.jpg,0323_01_R30_01.json,1.0,1.0
12601,0324,F,63,F,2136,3216,01,599.0,878.0,1657.0,1315.0,4.0,이마,0324_01_F.jpg,0324_01_F_01.json,1.0,2.0
12610,0324,F,63,L15,2136,3216,01,324.0,870.0,1352.0,1279.0,4.0,이마,0324_01_L15.jpg,0324_01_L15_01.json,1.0,2.0
12619,0324,F,63,L30,2136,3216,01,313.0,873.0,1242.0,1284.0,4.0,이마,0324_01_L30.jpg,0324_01_L30_01.json,1.0,2.0
12628,0324,F,63,R15,2136,3216,01,811.0,874.0,1812.0,1280.0,4.0,이마,0324_01_R15.jpg,0324_01_R15_01.json,1.0,2.0
12637,0324,F,63,R30,2136,3216,01,972.0,881.0,1874.0,1293.0,4.0,이마,0324_01_R30.jpg,0324_01_R30_01.json,1.0,2.0
12646,0326,M,25,F,2136,3216,01,367.0,659.0,1725.0,1151.0,1.0,이마,0326_01_F.jpg,0326_01_F_01.json,0.0,0.0
12655,0326,M,25,L15,2136,3216,01,148.0,713.0,1520.0,1162.0,1.0,이마,0326_01_L15.jpg,0326_01_L15_01.json,0.0,0.0
12664,0326,M,25,L30,2136,3216,01,246.0,671.0,1364.0,1166.0,1.0,이마,0326_01_L30.jpg,0326_01_L30_01.json,0.0,0.0
12673,0326,M,25,R15,2136,3216,01,539.0,674.0,1866.0,1179.0,1.0,이마,0326_01_R15.jpg,0326_01_R15_01.json,0.0,0.0
12682,0326,M,25,R30,2136,3216,01,464.0,693.0,1883.0,1182.0,1.0,이마,0326_01_R30.jpg,0326_01_R30_01.json,0.0,0.0
12691,0327,M,21,F,2136,3216,01,465.0,839.0,1584.0,1256.0,1.0,이마,0327_01_F.jpg,0327_01_F_01.json,0.0,0.0
12700,0327,M,21,L15,2136,3216,01,323.0,738.0,1364.0,1201.0,1.0,이마,0327_01_L15.jpg,0327_01_L15_01.json,0.0,0.0
12709,0327,M,21,L30,2136,3216,01,261.0,810.0,1219.0,1273.0,1.0,이마,0327_01_L30.jpg,0327_01_L30_01.json,0.0,0.0
12718,0327,M,21,R15,2136,3216,01,762.0,794.0,1847.0,1251.0,1.0,이마,0327_01_R15.jpg,0327_01_R15_01.json,0.0,0.0
12727,0327,M,21,R30,2136,3216,01,830.0,772.0,1829.0,1238.0,1.0,이마,0327_01_R30.jpg,0327_01_R30_01.json,0.0,0.0
12736,0328,M,26,F,2136,3216,01,421.0,749.0,1726.0,1158.0,2.0,이마,0328_01_F.jpg,0328_01_F_01.json,0.0,1.0
12745,0328,M,26,L15,2136,3216,01,264.0,743.0,1429.0,1193.0,2.0,이마,0328_01_L15.jpg,0328_01_L15_01.json,0.0,1.0
12754,0328,M,26,L30,2136,3216,01,250.0,736.0,1335.0,1166.0,2.0,이마,0328_01_L30.jpg,0328_01_L30_01.json,0.0,1.0
12763,0328,M,26,R15,2136,3216,01,654.0,691.0,1785.0,1175.0,2.0,이마,0328_01_R15.jpg,0328_01_R15_01.json,0.0,1.0
12772,0328,M,26,R30,2136,3216,01,570.0,747.0,1761.0,1173.0,2.0,이마,0328_01_R30.jpg,0328_01_R30_01.json,0.0,1.0
12781,0331,M,37,F,2136,3216,01,388.0,710.0,1706.0,1191.0,2.0,이마,0331_01_F.jpg,0331_01_F_01.json,0.0,1.0
12790,0331,M,37,L15,2136,3216,01,286.0,703.0,1480.0,1189.0,2.0,이마,0331_01_L15.jpg,0331_01_L15_01.json,0.0,1.0
12799,0331,M,37,L30,2136,3216,01,357.0,701.0,1370.0,1193.0,2.0,이마,0331_01_L30.jpg,0331_01_L30_01.json,0.0,1.0
12808,0331,M,37,R15,2136,3216,01,600.0,726.0,1808.0,1237.0,2.0,이마,0331_01_R15.jpg,0331_01_R15_01.json,0.0,1.0
12817,0331,M,37,R30,2136,3216,01,786.0,692.0,1823.0,1209.0,2.0,이마,0331_01_R30.jpg,0331_01_R30_01.json,0.0,1.0
12826,0332,M,30,F,2136,3216,01,484.0,691.0,1656.0,1158.0,2.0,이마,0332_01_F.jpg,0332_01_F_01.json,0.0,1.0
12835,0332,M,30,L15,2136,3216,01,324.0,755.0,1509.0,1167.0,2.0,이마,0332_01_L15.jpg,0332_01_L15_01.json,0.0,1.0
12844,0332,M,30,L30,2136,3216,01,277.0,722.0,1306.0,1170.0,2.0,이마,0332_01_L30.jpg,0332_01_L30_01.json,0.0,1.0
12853,0332,M,30,R15,2136,3216,01,622.0,762.0,1822.0,1234.0,2.0,이마,0332_01_R15.jpg,0332_01_R15_01.json,0.0,1.0
12862,0332,M,30,R30,2136,3216,01,771.0,677.0,1781.0,1174.0,2.0,이마,0332_01_R30.jpg,0332_01_R30_01.json,0.0,1.0
12871,0334,M,22,F,2136,3216,01,509.0,858.0,1702.0,1243.0,2.0,이마,0334_01_F.jpg,0334_01_F_01.json,0.0,1.0
12880,0334,M,22,L15,2136,3216,01,207.0,825.0,1239.0,1225.0,2.0,이마,0334_01_L15.jpg,0334_01_L15_01.json,0.0,1.0
12889,0334,M,22,L30,2136,3216,01,264.0,816.0,1100.0,1220.0,2.0,이마,0334_01_L30.jpg,0334_01_L30_01.json,0.0,1.0
12898,0334,M,22,R15,2136,3216,01,696.0,791.0,1800.0,1173.0,2.0,이마,0334_01_R15.jpg,0334_01_R15_01.json,0.0,1.0
12907,0334,M,22,R30,2136,3216,01,816.0,766.0,1808.0,1180.0,2.0,이마,0334_01_R30.jpg,0334_01_R30_01.json,0.0,1.0
12916,0335,M,19,F,2136,3216,01,449.0,848.0,1651.0,1294.0,2.0,이마,0335_01_F.jpg,0335_01_F_01.json,0.0,1.0
12925,0335,M,19,L15,2136,3216,01,306.0,843.0,1448.0,1304.0,2.0,이마,0335_01_L15.jpg,0335_01_L15_01.json,0.0,1.0
12934,0335,M,19,L30,2136,3216,01,321.0,854.0,1330.0,1335.0,2.0,이마,0335_01_L30.jpg,0335_01_L30_01.json,0.0,1.0
12943,0335,M,19,R15,2136,3216,01,642.0,821.0,1782.0,1289.0,2.0,이마,0335_01_R15.jpg,0335_01_R15_01.json,0.0,1.0
12952,0335,M,19,R30,2136,3216,01,777.0,788.0,1809.0,1310.0,2.0,이마,0335_01_R30.jpg,0335_01_R30_01.json,0.0,1.0
12961,0336,M,59,F,2136,3216,01,518.0,798.0,1705.0,1280.0,5.0,이마,0336_01_F.jpg,0336_01_F_01.json,2.0,3.0
12988,0336,M,59,L15,2136,3216,01,554.0,791.0,1828.0,1234.0,5.0,이마,0336_01_L15.jpg,0336_01_L15_01.json,2.0,3.0
12997,0336,M,59,L30,2136,3216,01,695.0,786.0,1867.0,1247.0,5.0,이마,0336_01_L30.jpg,0336_01_L30_01.json,2.0,3.0
12970,0336,M,59,R15,2136,3216,01,420.0,706.0,1514.0,1205.0,5.0,이마,0336_01_R15.jpg,0336_01_R15_01.json,2.0,3.0
12979,0336,M,59,R30,2136,3216,01,285.0,757.0,1369.0,1237.0,5.0,이마,0336_01_R30.jpg,0336_01_R30_01.json,2.0,3.0
13006,0337,F,60,F,2136,3216,01,434.0,840.0,1649.0,1325.0,2.0,이마,0337_01_F.jpg,0337_01_F_01.json,0.0,1.0
13015,0337,F,60,L15,2136,3216,01,417.0,847.0,1554.0,1343.0,2.0,이마,0337_01_L15.jpg,0337_01_L15_01.json,0.0,1.0
13024,0337,F,60,L30,2136,3216,01,316.0,854.0,1332.0,1368.0,2.0,이마,0337_01_L30.jpg,0337_01_L30_01.json,0.0,1.0
13033,0337,F,60,R15,2136,3216,01,600.0,891.0,1777.0,1405.0,2.0,이마,0337_01_R15.jpg,0337_01_R15_01.json,0.0,1.0
13042,0337,F,60,R30,2136,3216,01,761.0,859.0,1831.0,1346.0,2.0,이마,0337_01_R30.jpg,0337_01_R30_01.json,0.0,1.0
13051,0338,M,15,F,2136,3216,01,422.0,923.0,1668.0,1270.0,1.0,이마,0338_01_F.jpg,0338_01_F_01.json,0.0,0.0
13060,0338,M,15,L15,2136,3216,01,245.0,853.0,1420.0,1224.0,1.0,이마,0338_01_L15.jpg,0338_01_L15_01.json,0.0,0.0
13069,0338,M,15,L30,2136,3216,01,287.0,808.0,1162.0,1230.0,1.0,이마,0338_01_L30.jpg,0338_01_L30_01.json,0.0,0.0
13078,0338,M,15,R15,2136,3216,01,599.0,921.0,1800.0,1312.0,1.0,이마,0338_01_R15.jpg,0338_01_R15_01.json,0.0,0.0
13087,0338,M,15,R30,2136,3216,01,762.0,944.0,1923.0,1301.0,1.0,이마,0338_01_R30.jpg,0338_01_R30_01.json,0.0,0.0
13096,0341,F,61,F,2136,3216,01,373.0,867.0,1736.0,1322.0,5.0,이마,0341_01_F.jpg,0341_01_F_01.json,2.0,3.0
13105,0341,F,61,L15,2136,3216,01,218.0,753.0,1412.0,1254.0,5.0,이마,0341_01_L15.jpg,0341_01_L15_01.json,2.0,3.0
13114,0341,F,61,L30,2136,3216,01,248.0,862.0,1302.0,1252.0,5.0,이마,0341_01_L30.jpg,0341_01_L30_01.json,2.0,3.0
13123,0341,F,61,R15,2136,3216,01,633.0,748.0,1886.0,1235.0,5.0,이마,0341_01_R15.jpg,0341_01_R15_01.json,2.0,3.0
13132,0341,F,61,R30,2136,3216,01,738.0,769.0,1938.0,1237.0,5.0,이마,0341_01_R30.jpg,0341_01_R30_01.json,2.0,3.0
13141,0342,M,56,F,2136,3216,01,360.0,824.0,1634.0,1309.0,6.0,이마,0342_01_F.jpg,0342_01_F_01.json,2.0,3.0
13150,0342,M,56,L15,2136,3216,01,146.0,834.0,1396.0,1321.0,6.0,이마,0342_01_L15.jpg,0342_01_L15_01.json,2.0,3.0
13159,0342,M,56,L30,2136,3216,01,155.0,832.0,1253.0,1270.0,6.0,이마,0342_01_L30.jpg,0342_01_L30_01.json,2.0,3.0
13168,0342,M,56,R15,2136,3216,01,599.0,831.0,1873.0,1295.0,6.0,이마,0342_01_R15.jpg,0342_01_R15_01.json,2.0,3.0
13177,0342,M,56,R30,2136,3216,01,672.0,818.0,1875.0,1297.0,6.0,이마,0342_01_R30.jpg,0342_01_R30_01.json,2.0,3.0
13186,0343,F,63,F,2136,3216,01,504.0,922.0,1587.0,1320.0,5.0,이마,0343_01_F.jpg,0343_01_F_01.json,2.0,3.0
13195,0343,F,63,L15,2136,3216,01,308.0,1001.0,1360.0,1379.0,5.0,이마,0343_01_L15.jpg,0343_01_L15_01.json,2.0,3.0
13204,0343,F,63,L30,2136,3216,01,275.0,981.0,1188.0,1326.0,5.0,이마,0343_01_L30.jpg,0343_01_L30_01.json,2.0,3.0
13213,0343,F,63,R15,2136,3216,01,788.0,994.0,1891.0,1362.0,5.0,이마,0343_01_R15.jpg,0343_01_R15_01.json,2.0,3.0
13222,0343,F,63,R30,2136,3216,01,890.0,952.0,1857.0,1320.0,5.0,이마,0343_01_R30.jpg,0343_01_R30_01.json,2.0,3.0
13231,0344,F,57,F,2136,3216,01,464.0,874.0,1637.0,1310.0,3.0,이마,0344_01_F.jpg,0344_01_F_01.json,1.0,1.0
13240,0344,F,57,L15,2136,3216,01,243.0,867.0,1285.0,1297.0,3.0,이마,0344_01_L15.jpg,0344_01_L15_01.json,1.0,1.0
13249,0344,F,57,L30,2136,3216,01,218.0,926.0,1305.0,1309.0,3.0,이마,0344_01_L30.jpg,0344_01_L30_01.json,1.0,1.0
13258,0344,F,57,R15,2136,3216,01,763.0,842.0,1816.0,1273.0,3.0,이마,0344_01_R15.jpg,0344_01_R15_01.json,1.0,1.0
13267,0344,F,57,R30,2136,3216,01,853.0,878.0,1865.0,1279.0,3.0,이마,0344_01_R30.jpg,0344_01_R30_01.json,1.0,1.0
13276,0345,M,35,F,2136,3216,01,446.0,923.0,1657.0,1301.0,3.0,이마,0345_01_F.jpg,0345_01_F_01.json,1.0,1.0
13285,0345,M,35,L15,2136,3216,01,217.0,872.0,1292.0,1315.0,3.0,이마,0345_01_L15.jpg,0345_01_L15_01.json,1.0,1.0
13294,0345,M,35,L30,2136,3216,01,187.0,903.0,1130.0,1308.0,3.0,이마,0345_01_L30.jpg,0345_01_L30_01.json,1.0,1.0
13303,0345,M,35,R15,2136,3216,01,642.0,882.0,1885.0,1367.0,3.0,이마,0345_01_R15.jpg,0345_01_R15_01.json,1.0,1.0
13312,0345,M,35,R30,2136,3216,01,780.0,897.0,1905.0,1324.0,3.0,이마,0345_01_R30.jpg,0345_01_R30_01.json,1.0,1.0
13321,0346,F,38,F,2136,3216,01,473.0,841.0,1708.0,1240.0,1.0,이마,0346_01_F.jpg,0346_01_F_01.json,0.0,0.0
13330,0346,F,38,L15,2136,3216,01,223.0,784.0,1253.0,1223.0,1.0,이마,0346_01_L15.jpg,0346_01_L15_01.json,0.0,0.0
13339,0346,F,38,L30,2136,3216,01,264.0,800.0,1228.0,1224.0,1.0,이마,0346_01_L30.jpg,0346_01_L30_01.json,0.0,0.0
13348,0346,F,38,R15,2136,3216,01,765.0,846.0,1939.0,1242.0,1.0,이마,0346_01_R15.jpg,0346_01_R15_01.json,0.0,0.0
13357,0346,F,38,R30,2136,3216,01,891.0,877.0,1969.0,1216.0,1.0,이마,0346_01_R30.jpg,0346_01_R30_01.json,0.0,0.0
13366,0347,M,25,F,2136,3216,01,334.0,848.0,1686.0,1385.0,3.0,이마,0347_01_F.jpg,0347_01_F_01.json,1.0,1.0
13375,0347,M,25,L15,2136,3216,01,217.0,900.0,1473.0,1411.0,3.0,이마,0347_01_L15.jpg,0347_01_L15_01.json,1.0,1.0
13384,0347,M,25,L30,2136,3216,01,207.0,968.0,1338.0,1411.0,3.0,이마,0347_01_L30.jpg,0347_01_L30_01.json,1.0,1.0
13393,0347,M,25,R15,2136,3216,01,534.0,884.0,1889.0,1351.0,3.0,이마,0347_01_R15.jpg,0347_01_R15_01.json,1.0,1.0
13402,0347,M,25,R30,2136,3216,01,604.0,878.0,1903.0,1384.0,3.0,이마,0347_01_R30.jpg,0347_01_R30_01.json,1.0,1.0
13411,0348,F,62,F,2136,3216,01,470.0,893.0,1675.0,1342.0,3.0,이마,0348_01_F.jpg,0348_01_F_01.json,1.0,1.0
13420,0348,F,62,L15,2136,3216,01,242.0,848.0,1387.0,1273.0,3.0,이마,0348_01_L15.jpg,0348_01_L15_01.json,1.0,1.0
13429,0348,F,62,L30,2136,3216,01,290.0,852.0,1311.0,1250.0,3.0,이마,0348_01_L30.jpg,0348_01_L30_01.json,1.0,1.0
13438,0348,F,62,R15,2136,3216,01,739.0,861.0,1863.0,1283.0,3.0,이마,0348_01_R15.jpg,0348_01_R15_01.json,1.0,1.0
13447,0348,F,62,R30,2136,3216,01,808.0,863.0,1875.0,1261.0,3.0,이마,0348_01_R30.jpg,0348_01_R30_01.json,1.0,1.0
13456,0349,F,60,F,2136,3216,01,475.0,889.0,1644.0,1336.0,3.0,이마,0349_01_F.jpg,0349_01_F_01.json,1.0,1.0
13465,0349,F,60,L15,2136,3216,01,278.0,946.0,1434.0,1395.0,3.0,이마,0349_01_L15.jpg,0349_01_L15_01.json,1.0,1.0
13474,0349,F,60,L30,2136,3216,01,292.0,998.0,1398.0,1382.0,3.0,이마,0349_01_L30.jpg,0349_01_L30_01.json,1.0,1.0
